-57.64	29.17	135.95	-95.89
-57.3	29.17	135.69	-96.09
-57.15	29.08	135.22	-96.37
-57.2	28.76	135.22	-96.7
-57.11	28.34	135.14	-97.2
-56.99	28.34	135.35	-97.19
-56.83	28.39	135.36	-97.12
-56.85	28.72	135.4	-97.52
-56.9	28.63	135.52	-97.52
-57.03	28.15	135.19	-97.74
-57.03	27.55	135.06	-97.49
-56.95	27.18	135.2	-97.48
-56.98	26.94	134.64	-97.35
-57.07	26.78	134.17	-97.35
-57.1	26.39	134.35	-97.32
-57.11	26.39	134.45	-96.67
-56.91	26.3	134.35	-97.23
-56.79	26.3	133.84	-100.61
-56.71	28.89	133.71	-100.63
-56.7	25.03	134.19	-100.74
-56.73	24.16	134.57	-101.16
-56.61	23.9	135.62	-101.3
-56.57	24.93	135.92	-101.49
-56.45	27.05	136.08	-101.3
-56.62	26.9	136.09	-100.44
-56.74	26.99	136.01	-99.52
-56.91	26.15	135.48	-99.22
-56.93	26.15	134.95	-99.13
-57.15	26.93	134.87	-98.53
-57.23	26.75	134.8	-98.7
-57.12	26.42	134.34	-98.7
-56.88	26.54	134.14	-98.87
-56.88	26.48	134.2	-98.93
-56.82	26.43	134.22	-98.93
-56.82	26.52	134.22	-98.93
-56.54	26.52	134.3	-98.67
-56.42	26.89	134.48	-98.68
-56.63	26.61	134.67	-98.36
-56.63	26.06	134.67	-98.42
-56.96	26.37	134.8	-98.35
-56.86	26.6	135.0	-98.35
-57.01	26.35	134.93	-98.27
-57.23	26.22	135.04	-97.71
-57.15	26.26	135.2	-98.76
-57.03	26.39	135.45	-98.9
-56.72	26.42	135.64	-98.57
-56.41	26.47	136.22	-98.4
-56.41	26.47	135.96	-98.12
-56.4	27.11	136.01	-97.7
-56.12	27.2	136.16	-97.7
-55.8	27.34	136.21	-97.44
-55.82	27.34	136.24	-97.23
-55.54	27.35	136.14	-97.23
-55.5	27.46	135.92	-97.13
-55.5	25.53	136.09	-96.83
-55.36	27.72	136.22	-96.58
-55.64	27.72	136.19	-96.66
-55.91	27.27	135.94	-96.91
-55.91	27.07	135.39	-96.88
-56.03	26.96	135.02	-96.88
-56.01	27.1	134.38	-96.72
-56.04	27.12	133.83	-96.83
-56.16	26.11	133.83	-96.94
-56.36	26.09	133.4	-96.98
-56.36	26.71	133.11	-97.11
-56.33	27.49	133.33	-97.05
-56.51	27.62	133.74	-96.99
-56.65	27.61	134.23	-96.86
-57.68	28.63	134.38	-96.89
-54.97	27.74	134.61	-96.83
-54.62	27.37	134.7	-96.62
-54.25	27.7	134.71	-96.68
-54.25	27.24	134.68	-96.64
-54.05	27.04	134.68	-96.35
-54.08	27.09	134.52	-96.05
-54.14	27.3	134.3	-96.06
-54.58	27.35	134.18	-96.26
-54.62	27.31	134.7	-98.12
-54.85	27.25	135.17	-96.73
-55.17	27.34	135.44	-96.32
-55.52	27.74	135.58	-96.41
-55.94	27.65	135.71	-96.43
-56.46	26.68	136.14	-96.38
-56.63	27.37	136.14	-96.6
-56.72	29.05	136.2	-96.63
-56.75	29.88	136.57	-96.94
-56.66	30.24	136.59	-96.94
-56.47	29.95	136.15	-96.68
-56.19	29.68	135.8	-96.68
-56.12	30.32	135.49	-93.08
-56.44	30.81	135.31	-93.08
-56.39	30.77	135.26	-93.34
-56.45	30.56	135.2	-93.54
-56.59	29.9	135.16	-93.68
-57.07	28.75	135.46	-94.62
-57.1	28.75	135.81	-94.62
-57.09	28.19	136.03	-95.01
-56.45	28.13	136.1	-96.62
-56.4	28.02	136.1	-97.63
-56.53	27.4	136.28	-97.94
-56.17	29.15	136.43	-97.9
-55.9	29.22	136.35	-97.69
-55.71	27.6	136.35	-97.4
-55.57	26.27	135.91	-97.04
-55.5	26.47	135.73	-96.91
-55.29	27.14	135.84	-96.91
-55.29	27.58	135.92	-96.78
-55.26	26.95	135.98	-96.83
-55.26	26.79	135.98	-96.79
-55.26	26.52	136.11	-96.36
-55.26	26.37	135.5	-96.21
-55.47	26.29	135.19	-96.09
-55.81	30.18	135.4	-96.06
-55.81	30.82	135.4	-96.06
-55.25	30.82	134.89	-95.87
-56.09	29.63	134.35	-96
-56.49	28.95	134.26	-96.02
-57.47	28.47	133.67	-96.02
-57.74	27.88	133.17	-96.13
-57.74	27.88	133.28	-96.1
-57.61	27.53	133.76	-96.12
-57.61	27.53	133.76	-96.12
-57.23	27.53	134.96	-96.08
-57.03	28.08	135.35	-96.4
-57.14	28.08	135.77	-97.63
-57.02	28.18	136.19	-98.33
-57.06	28.14	136.26	-97.72
-57.09	29.26	136.25	-97.19
-57.25	27.77	135.97	-97.13
-57.53	27.74	135.69	-97.46
-57.44	26.88	135.62	-97.4
-57.14	26.21	135.98	-98.02
-57.42	26.07	136.03	-98.1
-57.14	25.81	135.86	-97.87
-56.87	25.56	135.35	-97.83
-56.63	25.17	135.45	-97.83
-56.58	25.19	135.43	-97.58
-56.7	25.94	135.44	-97.41
-56.35	25.94	135.47	-97.19
-56.15	26.12	135.19	-96.94
-56.12	26.07	135.19	-96.94
-56.1	26.24	135.2	-96.89
-56.1	26.81	135.2	-96.89
-55.93	26.81	134.99	-96.85
-55.96	31.22	135.17	-96.78
-55.96	29.49	135.17	-96.78
-55.89	29.49	134.76	-96.6
-55.62	28.08	134.32	-96.62
-55.84	27.55	134.13	-96.88
-55.94	27.12	134.71	-98.92
-56.15	26.81	134.73	-95.7
-56.13	28.47	134.66	-95.12
-56.22	26.94	134.13	-95.53
-56.22	26.81	134.13	-95.53
-56.17	26.81	133.3	-95.81
-56.13	27.07	133.46	-95.83
-56.13	27.34	133.66	-95.92
-56.43	27.36	133.83	-95.49
-56.58	27.13	134.04	-95.9
-56.71	26.61	134.18	-95.98
-56.93	26.71	134.43	-95.98
-57.18	27.21	134.55	-96.47
-57.2	27.54	134.76	-96.58
-57.0	27.8	134.86	-96.98
-57.43	29.1	134.89	-97.21
-57.44	30.31	135.02	-96.86
-57.23	24.49	135.01	-96.7
-56.95	23.45	135.02	-96.52
-56.78	24.38	134.69	-96.47
-56.53	25.48	134.18	-96.5
-56.77	26.75	134.16	-96.54
-56.93	27.65	134.51	-96.7
-56.84	27.94	134.85	-96.64
-56.68	28.19	135.11	-96.71
-56.64	28.53	135.14	-96.76
-56.67	28.55	135.05	-96.55
-56.74	28.34	135.01	-96.5
-56.77	27.91	134.74	-96.24
-56.76	27.8	134.81	-95.97
-56.88	27.63	134.96	-95.95
-56.78	27.63	134.96	-95.58
-56.67	27.0	135.15	-95.64
-56.62	27.12	135.15	-95.09
-56.39	27.24	134.85	-94.69
-56.48	27.5	134.49	-94.4
-56.57	27.88	134.42	-94.51
-56.78	28.1	134.92	-94.57
-56.74	28.64	134.7	-94.77
-56.73	28.08	133.97	-94.96
-56.3	27.69	134.23	-94.96
-56.04	27.69	134.61	-95.72
-56.02	27.31	134.95	-95.72
-56.11	27.03	135.07	-96.08
-56.25	26.76	135.27	-96.71
-56.42	26.57	135.27	-96.02
-56.4	26.93	135.13	-95.67
-56.31	27.24	135.04	-95.91
-56.41	27.53	135.04	-96.61
-56.57	26.83	134.78	-96.91
-56.67	26.6	134.24	-96.86
